name_immediate,ARIQUEMES,CACOAL,PORTO VELHO,VILHENA,CRUZEIRO DO SUL,RIO BRANCO,MANAUS,BOA VISTA,ALTAMIRA,BELEM,BREVES,MARABA,REDENCAO,SANTAREM,TUCURUI,MACAPA,ARAGUAINA,AUGUSTINOPOLIS,GURUPI,PARAISO DO TOCANTINS,PALMAS,BACABAL,CAXIAS,IMPERATRIZ,MATOES DO NORTE,PINHEIRO,PRESIDENTE DUTRA,SANTA INES,SAO LUIS,TUNTUM,CORRENTE,FLORIANO,PARNAIBA,PICOS,SAO RAIMUNDO NONATO,TERESINA,BARBALHA,BREJO SANTO,CAMOCIM,CANINDE,FORTALEZA,IGUATU,JUAZEIRO DO NORTE,IRECE,SETE LAGOAS,TEOFILO OTONI,TRES CORACOES,UBA,UBERABA,UBERLANDIA,UNAI,VARGINHA,CACHOEIRO DE ITAPEMIRIM,COLATINA,SERRA,VILA VELHA,VITORIA,ANGRA DOS REIS,CABO FRIO,CAMPOS DOS GOYTACAZES,DUQUE DE CAXIAS,ITAPERUNA,MACAE,NITEROI,NOVA FRIBURGO,NOVA IGUACU,PETROPOLIS,RESENDE,RIO DE JANEIRO,SAO GONCALO,TRES RIOS,VASSOURAS,VOLTA REDONDA,ADAMANTINA,AMERICO BRASILIENSE,ARACATUBA,ARARAQUARA,ARARAS,ASSIS,ATIBAIA,BARRETOS,BAURU,BEBEDOURO,BIRIGUI,BOTUCATU,BRAGANCA PAULISTA,BURITAMA,CAMPINAS,CATANDUVA,DIVINOLANDIA,DRACENA,FERNANDOPOLIS,FRANCA,GUARATINGUETA,GUARULHOS,ILHA SOLTEIRA,ITAPECERICA DA SERRA,ITAPETININGA,ITAPEVA,ITUVERAVA,JALES,JAU,JUNDIAI,LIMEIRA,LINS,LORENA,MARILIA,MAUA,MOGI DAS CRUZES,MOGI GUACU,OSASCO,OURINHOS,PARIQUERA-ACU,PIRACICABA,PRESIDENTE PRUDENTE,RIBEIRAO PRETO,RIO CLARO,SANTO ANDRE,SANTOS,SAO BERNARDO DO CAMPO,SAO CARLOS,SAO JOAO DA BOA VISTA,SAO JOSE DO RIO PARDO,SAO JOSE DO RIO PRETO,SAO JOSE DOS CAMPOS,SAO PAULO,SAO ROQUE,SOROCABA,TABOAO DA SERRA,TAQUARITINGA,TAUBATE,TUPA,VOTUPORANGA,APUCARANA,ARAPONGAS,CAMPINA GRANDE DO SUL,CAMPO LARGO,CAMPO MOURAO,CASCAVEL,CIANORTE,CORNELIO PROCOPIO,ITABERABA,ITABUNA,CURITIBA,JEQUIE,JUAZEIRO,PARAMIRIM,SALVADOR,SANTO ANTONIO DE JESUS,SEABRA,TEIXEIRA DE FREITAS,VALENCA,VITORIA DA CONQUISTA,ALFENAS,BARBACENA,BELO HORIZONTE,BETIM,BRASILIA DE MINAS,CAMPO BELO,CARANGOLA,CARATINGA,CONSELHEIRO LAFAIETE,CONTAGEM,CURVELO,DIAMANTINA,DIVINOPOLIS,EXTREMA,GOVERNADOR VALADARES,IPATINGA,ITABIRA,ITAJUBA,ITAOBIM,ITUIUTABA,JOAO MONLEVADE,JUIZ DE FORA,LAVRAS,LEOPOLDINA,MANHUACU,MONTES CLAROS,MURIAE,OURO BRANCO,PASSOS,PATOS DE MINAS,PATROCINIO,PECANHA,PIRAPORA,POCOS DE CALDAS,PONTE NOVA,POUSO ALEGRE,SAO JOAO DEL REI,SAO LOURENCO,FOZ DO IGUACU,FRANCISCO BELTRAO,GUARAPUAVA,IRATI,IVAIPORA,JACAREZINHO,LONDRINA,MARINGA,PARANAVAI,PATO BRANCO,PONTA GROSSA,TOLEDO,UMUARAMA,UNIAO DA VITORIA,ARARANGUA,BLUMENAU,BRUSQUE,CANOINHAS,CHAPECO,CONCORDIA,CRICIUMA,CURITIBANOS,FLORIANOPOLIS,ICARA,ITAJAI,JARAGUA DO SUL,JOACABA,JOINVILLE,LAGES,MAFRA,PORTO UNIAO,RIO DO SUL,SAO JOSE,SAO MIGUEL DO OESTE,TUBARAO,VIDEIRA,XANXERE,BENTO GONCALVES,CACHOEIRA DO SUL,CAMAQUA,CANOAS,CAXIAS DO SUL,CRUZ ALTA,ERECHIM,ESTRELA,FREDERICO WESTPHALEN,GARIBALDI,GUAPORE,IJUI,LAJEADO,MONTENEGRO,NOVO HAMBURGO,PASSO FUNDO,PELOTAS,PORTO ALEGRE,RIO GRANDE,RODEIO BONITO,SANTA CRUZ DO SUL,SANTA MARIA,SANTA ROSA,SANTIAGO,SANTO ANGELO,SAO BORJA,QUIXADA,RUSSAS,SOBRAL,CAICO,CURRAIS NOVOS,MOSSORO,NATAL,PAU DOS FERROS,CAJAZEIRAS,CAMPINA GRANDE,GUARABIRA,JOAO PESSOA,PATOS,SOUSA,AFOGADOS DA INGAZEIRA,CARUARU,GARANHUNS,JABOATAO DOS GUARARAPES,PALMARES,PETROLINA,RECIFE,ARAPIRACA,MACEIO,SANTANA DO IPANEMA,ARACAJU,ESTANCIA,ITABAIANA,ALAGOINHAS,BARREIRAS,EUNAPOLIS,FEIRA DE SANTANA,GUANAMBI,ILHEUS,SAO LUIZ GONZAGA,TAPEJARA,TENENTE PORTELA,TEUTONIA,TORRES,URUGUAIANA,VACARIA,VERANOPOLIS,CAMPO GRANDE,CORUMBA,DOURADOS,TRES LAGOAS,AGUA BOA,BARRA DO GARCAS,CACERES,CUIABA,RONDONOPOLIS,SINOP,SORRISO,TANGARA DA SERRA,ANAPOLIS,APARECIDA DE GOIANIA,CERES,GOIANIA,ITUMBIARA,MINEIROS,RIO VERDE,SANTA HELENA DE GOIAS,BRASILIA
Porto Velho,135.81343957024444,349.1190001063234,137.72241440719435,546.0716478518677,958.6259550279992,388.0215137193521,888.5057775866375,1468.4036197613937,1528.3708522965123,1982.0002381073693,1778.5796448802473,1745.5261263526645,1579.1222647166803,1346.6472794119463,1752.2379654348501,1834.573574478792,1794.1169275352331,1874.252634303828,1674.1494673468603,1686.4588761283119,1747.0265877125419,2243.9738327206587,2374.9353764092034,1914.3512768206972,2288.1878684986136,2275.4841165610947,2242.16030584615,2199.6912024377166,2356.357045128618,2226.1413389984964,2092.4036283018495,2366.3066008864434,2607.777915829134,2530.2611749694966,2371.802447894542,2427.295733803868,2763.1048370208164,2795.0407567063503,2704.3835432935325,2823.8722338548655,2926.348034919905,2779.5622065166804,2762.9837489362912,2456.4229041846297,2396.117494848267,2607.9571293478275,2411.8278879639242,2595.3970621102267,2062.519279308319,1988.700180482497,2010.4756883138339,2387.8235625550296,2757.4217324386755,2752.6116172624215,2806.9594923441105,2816.103973757388,2811.1529503252605,2568.212735697278,2767.2235517595373,2776.5356992998168,2645.458947336398,2699.3273402634377,2764.1264459776,2672.533695594889,2690.2353680766273,2631.602510114363,2642.9454918955066,2527.020284049457,2664.1057527520866,2672.8976524715513,2619.439758799261,2593.5757363741454,2560.430245321023,1916.789068830099,2163.6908536470155,1934.1102631477474,2161.56949232262,2264.157050288674,2039.128136922309,2382.2063936791983,2051.916028745023,2122.302636443858,2083.261440283796,1947.750885828385,2211.21199291963,2374.427941714122,1948.58511561523,2326.2705184676065,2052.3288203468123,2277.9311857077423,1866.1753638683192,1889.1107270197479,2154.5135139492368,2480.8018708441723,2406.6618000319654,1806.7378539019421,2396.450579713361,2290.6666717294615,2253.940734173979,2109.050540901655,1862.7589620031872,2161.9945365828817,2359.1881679363332,2275.815941011517,2022.8221533029143,2482.817807084105,2043.8658775855542,2425.2469279015945,2438.6478024762196,2302.434924314097,2390.2958690045402,2104.601273645782,2382.965876448615,2264.4543196960567,1924.3311689749753,2155.497614829904,2252.843690387955,2419.839720624301,2453.980656235533,2420.4771263221674,2199.720168017928,2290.764873806359,2260.7931894377443,1996.9202992906448,2443.656996152457,2403.3257099259436,2360.676929802809,2332.2932139075374,2395.993196542538,2109.6106510925106,2461.590174643125,1978.8076523203442,1921.2463674233547,2029.178148563834,2019.3363830973763,2339.169015528729,2317.522601826924,2005.6356927701063,2014.3639313050007,1957.6222181430387,2059.6851433685874,2631.459983709415,2768.577377441994,2332.278544349473,2670.001185632271,2608.3466476741055,2431.7454425834926,2829.0453622496634,2747.467322268046,2471.978819851484,2779.302273019465,2772.130955799244,2603.3400612921846,2334.3435900819004,2522.776235699036,2446.152965093693,2422.3173599470683,2258.200098078849,2366.9631598106107,2664.5224626952327,2614.2143494485936,2494.3419744924404,2430.980441230432,2348.2815144664096,2410.6352746146576,2364.9942719800047,2385.8391472155454,2597.7224426458756,2563.827169841248,2502.2011094788877,2435.182055853829,2571.008491503958,1880.267573212109,2514.3859166533766,2588.5972212121014,2410.67379928576,2642.8414177554114,2643.6540027550295,2331.5967162654147,2649.742190293132,2496.6657002307534,2236.21226100207,2138.2014870259486,2109.772919271346,2525.177328056964,2242.832991964003,2300.052490284212,2566.4240184858672,2381.3884206397656,2473.2017675608977,2452.907741995184,2005.6722118503426,2140.6274148510697,2178.3993346326333,2239.5966618623393,2069.98636957518,2109.322105895539,2034.476466383284,1985.0340976071316,1920.6384172484013,2176.3686254788277,2243.132450789784,1978.3758691874766,1920.8251541650898,2274.469272939546,2606.218193415475,2464.799672496359,2491.1671874094773,2315.6364614896765,2258.6437675303846,2304.2189871264914,2591.4477421783613,2396.3723739452457,2555.197154679042,2598.910460850223,2492.4271331445534,2429.3359883387793,2329.9613748011266,2431.7319634370765,2458.112919405907,2349.8328039612384,2275.17932486928,2451.00696450789,2551.4171102248297,2173.5339169931485,2598.069117098184,2336.7141248020516,2250.1366889096807,2507.969425179545,2518.4738542867553,2648.378351541755,2594.982389872416,2526.692845175796,2349.321390923478,2325.8498817948507,2514.3005865220575,2238.629140602559,2515.157881807511,2458.218634393983,2309.595780581618,2510.9014599366096,2558.7241358638357,2576.6349614097903,2375.9921915550403,2705.4417565703034,2602.6071785351314,2749.3835913266503,2261.482781193448,2510.6286490570583,2440.1800161981937,2232.1268110942087,2343.9430872629505,2284.4871851543835,2243.6001343480966,2841.1421677050143,2953.9142001365503,2732.146713988914,3018.32526787693,3085.139433517369,3016.8758611873395,3236.705482603133,2903.8135352118784,2851.0542486142017,3137.8686249061584,3187.248007800597,3248.819800900584,2988.982550670158,2889.258460023564,2939.0060598141567,3115.5163813365903,3051.8759514029825,3221.6298180894964,3153.709094078148,2608.848288563673,3236.4907272124724,3027.6070420905917,3129.2498597216845,2966.242286637873,2981.2116046774977,2938.9090288388547,2940.4420074093027,2833.48005097857,2119.706327184427,2766.3105782337266,2775.25810688868,2385.335428352218,2794.3296222204112,2262.404860390955,2381.102887919451,2221.054832339001,2521.336380004905,2625.9689863854383,2316.255928363221,2480.999404640149,2484.6624144640623,1557.2622517399457,1228.1999484561995,1694.9303243369484,1802.4419769972435,1394.0952710621134,1458.3298078157313,982.8721102689984,1084.4173626988813,1269.7137882884417,980.343896186923,975.7283875600488,900.0215856438405,1802.5960411410779,1794.7816317242762,1699.195820213971,1787.495183399404,1873.7251133545024,1520.7080458082248,1682.8831603197525,1713.2515972719339,1888.3037999708188
Ariquemes,21.496429323666806,257.4178591614086,147.09760292040832,460.05561767320074,1068.2972202379708,502.3071579347024,828.8291842502481,1436.2987155337435,1426.432814786449,1878.8523049816529,1678.0531209894643,1634.5052489790562,1465.0983221104634,1254.8831558217737,1644.9016449009073,1740.6956678893018,1680.4662518192977,1762.4271591768124,1561.8960502732791,1572.5253079546176,1633.0997208907734,2132.504899646999,2262.322628464951,1802.287269448212,2177.3992419178717,2166.665561767258,2129.4351033215326,2089.2685783138686,2247.015042802378,2113.4819392487043,1978.6458674679018,2252.3266090036345,2496.6792130895997,2416.081057654493,2257.5242556799694,2314.3559337294805,2648.815768853435,2680.725786530583,2592.9690164510434,2710.8150884265096,2813.588441151999,2665.4902188206133,2648.7091387090763,2343.249097034858,2298.6038585260094,2504.4014651646926,2321.8965236049635,2500.715192434717,1971.162093139299,1895.1252822169104,1907.381102328612,2297.790447766064,2660.1587507805784,2652.004005888767,2707.373989396916,2716.957322020791,2712.0252605324276,2480.5499918641267,2675.9265334594566,2681.668821634907,2555.6446835230176,2603.6971068771077,2671.23845826929,2582.6903825460276,2598.063012853605,2541.923724753946,2552.211922297799,2438.03993595348,2574.414766431262,2582.8120674013458,2527.706223879095,2503.252895987105,2471.020930440289,1840.1421311135964,2079.277615288705,1853.7489772904937,2077.5322370140298,2180.2390321408866,1964.0080912951319,2298.9355090825507,1964.5513798243308,2042.2565566177782,1997.0512085499129,1867.4206081343755,2131.459347172138,2290.6474055126705,1866.8908509164291,2243.375090580699,1967.896360586692,2190.493353374129,1790.2576935895447,1804.7499455448694,2064.746878127378,2394.051352697192,2324.423817649516,1726.0526696557454,2315.652535133778,2212.229592744036,2178.9399257097552,2019.3516357769804,1779.1435048017322,2080.551487922204,2276.8259134437526,2192.638821292499,1942.2321073722123,2395.7060515247754,1965.807740294699,2343.474778564249,2355.8493418462936,2217.627115870144,2308.799556849293,2028.9870844398524,2307.6866682063974,2182.342092009001,1850.3545871112678,2068.6135987476323,2169.4716488564395,2338.1890743618987,2372.7304163611775,2339.005589416055,2115.774773393407,2204.4107723232023,2173.437568912794,1912.3054492774168,2359.2489275417997,2321.55303828456,2279.9270827178116,2252.179063759345,2314.778599543945,2025.0079063284868,2376.106654843582,1901.363262679697,1836.6939149119864,1960.6486320816862,1950.2234388559773,2268.8888052697844,2249.052264307154,1942.1893426304457,1958.4280104996276,1893.7213185872185,1987.1524749178452,2519.298764450097,2658.9490625336534,2262.964285363038,2559.3029227774623,2494.1955522624285,2320.8300531039836,2717.1909755698316,2635.6621548566964,2359.8087781196286,2674.175558400225,2660.730492368367,2494.1204825274003,2244.7694729225536,2429.3992917539795,2349.506686661149,2326.107356908275,2152.905632492988,2274.749170695551,2567.8763625879255,2515.4098391840917,2399.4661928489154,2334.501723701691,2249.108093590119,2309.4252386997987,2270.2093602786344,2301.2878709612787,2496.6063007673756,2464.6349289871305,2404.02586769784,2347.7378054157853,2464.890043361907,1789.185578280474,2416.6299591092375,2496.1000633141534,2319.05865352419,2548.8609468538857,2545.8626929900483,2227.097268517258,2554.430034099776,2401.3078003387645,2145.614970558375,2040.9848361752088,2014.2764807691956,2423.8346502305058,2140.584952228888,2212.6859390882805,2469.9102417420995,2294.2182468901688,2380.22491693553,2363.877858325183,1956.4566856448669,2086.4567298841052,2116.0686828427793,2174.7121647369836,2004.6157974630069,2034.6428398576297,1964.1261597759853,1917.7648506717965,1854.100238924017,2121.133633910647,2175.5351576966473,1922.7914103900664,1860.145063589727,2213.447604382688,2547.7847337811586,2399.44802374376,2425.86602404278,2252.130371141244,2205.7471331345796,2249.4755771300174,2531.9714360736098,2336.7809583194366,2490.3356921143236,2539.3249706934016,2425.8623483315378,2362.7454339888945,2273.1925678829793,2363.903658194943,2399.2154741066543,2284.2690279410863,2214.1390825086073,2388.246815957066,2486.8279247075493,2123.1460285886806,2536.99264558264,2278.237792314703,2195.7904082583277,2456.680532833102,2474.2317884813083,2602.2213228673463,2544.465994706865,2474.2598385031074,2304.397302358989,2273.1699962541607,2465.4413062583103,2189.5327252950715,2464.140787041716,2407.4119473129,2265.288891741598,2461.938668485287,2508.5768429733034,2525.36270838865,2325.505960295919,2663.020767847023,2552.5246475835243,2706.8072613364775,2211.766699295759,2463.9321332288096,2398.5475032996183,2188.8324574199437,2305.451505403795,2241.382902983519,2208.8486091114937,2727.6613257610934,2840.3222061379784,2619.8261544872157,2904.1269025882452,2970.9640437807493,2903.1023035307753,3122.590741787859,2789.7582777926555,2736.816436427651,3023.54334079803,3072.948498852369,3134.4930071761814,2874.692758250702,2775.0360756517393,2824.670070405364,3001.2171466541126,2937.6637005453003,3107.3223881466083,3039.470945071546,2494.694533677022,3122.180252752117,2913.629237618166,3015.2568268065047,2852.134503619959,2867.753367746495,2825.660081507805,2826.8593525212773,2720.8732510387053,2007.5187006890287,2659.110592042161,2662.7708440361757,2275.642882925487,2684.6438685737203,2222.4911311346923,2328.7329737625378,2173.445507044716,2471.891161693904,2569.341060891873,2288.5256714424036,2425.9969164811337,2432.8948955526716,1489.3319887133464,1171.2882206732322,1635.2904448580375,1724.3695520030726,1289.3127321546538,1361.006600913767,908.0538712171314,997.3919153387563,1181.7974654627596,870.7869986142803,869.416421727942,813.1001863361365,1701.580439853964,1695.767608054459,1595.7218745789346,1688.0215613832777,1780.1845440026223,1431.49017409807,1590.4191033508262,1620.2217672959746,1784.5471421370983
Jaru,71.27101702539059,196.42157832344796,210.52514931752958,396.68811086654745,1159.0729700184695,595.0408411307284,794.0389068249771,1421.4430495512968,1347.8255265232465,1798.618094510892,1600.5716287858415,1546.2499081039125,1373.1887487966414,1186.733053652365,1560.5768879837628,1669.590728108488,1589.082450646002,1673.2378893490643,1470.132458921671,1479.808934700544,1540.3851490014738,2043.6436982298121,2172.164161949407,1712.8190397713095,2089.266274534237,2080.599473657151,2039.1591228182333,2001.543942487388,2160.3883498864716,2023.284330264352,1885.9932241108775,2160.4502908771374,2408.1652523200373,2323.8803362097374,2164.7821447950896,2223.8116556988225,2556.3902985564846,2588.226805955514,2504.1052033365395,2620.10727889799,2723.220767473881,2573.4647151301624,2556.3183716810313,2250.8813110347805,2217.925240410661,2418.909756968467,2247.2888891362704,2422.193811387021,1895.6696248428434,1817.8884178755172,1822.456692013351,2223.1171535846256,2579.525988359985,2568.754443459026,2624.904315175767,2634.827375421156,2629.9116871078104,2407.6674631532696,2600.0186206614035,2602.9201569027496,2480.9862478342548,2524.3762809459968,2594.0652272016946,2507.993507562749,2521.494971028692,2467.381830035954,2476.8184079691932,2364.1228146994617,2499.8446339981656,2507.9209587574032,2451.5252480512218,2428.2163069897024,2396.7377199635957,1776.9457755940916,2009.3640056165864,1787.4497692578714,2007.928559994747,2110.6313510765885,1901.8886046158252,2229.748191084316,1892.3355243247477,1975.970346140223,1925.749050926564,1801.1275400836441,2065.3116820622226,2221.052371845868,1799.4687959248731,2174.5432987818863,1898.0872984153036,2118.006671615091,1727.7502903011002,1735.2035225358566,1990.4702443264878,2321.9646361230502,2256.055235695961,1659.6810839289865,2248.4648330751083,2147.0727216274104,2116.637740121426,1945.1705137011386,1710.251362386624,2013.0728770335907,2208.3983975972997,2123.6245732514594,1875.6223593787986,2323.325954749018,1901.2577304421486,2275.468810261444,2286.9979267166837,2147.2591471379483,2241.048950154561,1966.3689529425747,2245.013236083698,2114.2082752310625,1789.3595178031114,1996.6877235886827,2100.3203860334033,2270.2866287311936,2305.1238570484156,2271.2482560157327,2046.2073914321484,2132.7945189426714,2101.0322117641863,1842.4112450050295,2289.0870430809655,2253.565880855885,2212.8118501967133,2185.6096251329627,2247.2521760838367,1954.9956915142225,2305.059251241892,1837.4117556188414,1766.9460755346072,1903.987010428825,1893.0959805215975,2210.3526580210096,2192.025122928473,1889.7687240029472,1912.1934568446463,1841.0138801719193,1927.1379270653115,2427.533491141197,2568.8992707921084,2205.227488704228,2468.510969930231,2401.4296859977217,2229.9068841697836,2625.6145281624695,2544.1211966184237,2268.0448127909535,2587.4458732856033,2569.4551634301506,2404.380532633755,2170.5054675575134,2351.9558536978716,2269.4938810757158,2246.453980803813,2066.1708273352006,2198.3310070521184,2487.7662630532204,2433.6172743860075,2320.8403162008376,2254.6298135450224,2167.133911940723,2225.818781169219,2191.7264523112103,2231.0568042034097,2413.008493319678,2382.556324328809,2322.7743265975478,2275.1231430903645,2377.451235418061,1714.0990687015571,2335.704979241347,2419.3249048860703,2243.094631546125,2470.8751920597274,2464.8568007267704,2140.9542926951835,2475.382748831415,2322.296242142344,2070.5961943778157,1960.6855624687323,1935.383326570357,2340.0838619031188,2056.227993448397,2140.238842520739,2389.946737954864,2221.8657854624485,2303.1292907433335,2289.969712410277,1915.7816883837015,2041.4407667156945,2064.277539867701,2120.7309631038374,1950.4946406231136,1972.7881580242763,1905.9519801092579,1862.2201112928446,1799.278576492608,2075.180630254649,2119.3213133244426,1876.9192678012228,1810.1769754096488,2162.5875780092606,2498.615572931582,2344.7948097099543,2371.2237095667433,2199.1748144659387,2161.5785215732103,2203.721153338661,2481.9686187097986,2286.92394273581,2435.9809089047517,2489.2246431419953,2370.1868206138747,2307.121107384297,2225.739703451115,2307.264754625051,2349.8458610563534,2229.582287496794,2163.2627850401955,2335.7280685464043,2432.6993662601135,2081.1809294142518,2485.6774434588365,2229.3758828313885,2150.445960651847,2413.463823359382,2436.7548760677373,2563.0111310881457,2501.7678582353687,2430.0842095975186,2266.6151847327656,2229.0739654733525,2424.200417118498,2148.5146018687165,2421.136549272113,2364.656709054268,2228.07640118511,2420.6178378336517,2466.2258692839328,2482.0708998971795,2283.130904372693,2626.783674954194,2510.170894695595,2670.3905277832605,2170.2021192435195,2424.4623047523633,2363.315189218249,2152.582382070222,2272.9386637608454,2205.19714883373,2179.5702395067974,2636.4392767878717,2748.9559730398805,2529.968110971312,2811.887350146174,2878.764698909159,2811.4977923572983,3030.491089361666,2697.756579273559,2644.5034798531874,2931.0048740627517,2980.4934801273557,3041.947627733598,2782.2640373504128,2682.7529708200427,2732.0598928514114,2908.4913593269544,2844.900142707408,3014.605508491986,2946.7125425618297,2401.9285503570277,3029.4672519552396,2820.894239522584,2922.517577044282,2759.372369708548,2775.229739351052,2733.2438398596773,2734.27683203723,2628.8250231197376,1915.7624907788622,2570.8284774371964,2570.7968530902517,2185.5882039767207,2594.550948852853,2188.955599903213,2284.8086007042198,2133.677397544665,2430.1623612508874,2521.621523033367,2264.8479143583486,2379.78159248167,2389.3182977783013,1434.1996718913276,1126.8157776215335,1586.7191546224185,1660.1806703019342,1203.4232480821654,1281.2611153339924,849.5814486684972,927.5091160142125,1110.478373812619,781.3228437703333,782.7481967859158,744.3021381767728,1618.43975328818,1614.2585236488528,1510.6659159195565,1606.1439378176117,1703.083299504597,1358.4731800703407,1514.4264356491324,1543.7203455121244,1699.157051445885
Ji-Paraná,182.41246519065845,149.234904334165,330.1371110287398,319.9127056374959,1164.6162835537386,573.4653786988707,979.7041554325411,1606.4414981045159,1490.017654403088,1934.8354643751306,1744.2805697330543,1654.1395091933045,1453.9212845641193,1348.8838977121695,1685.1817577194843,1825.4977923830666,1674.5230781288049,1775.1924972782585,1499.4815254797982,1530.1794433521145,1590.2348296891892,2146.0529871971885,2265.710896805159,1812.847118103262,2195.550136373002,2196.558811911772,2132.2701003478146,2110.202649726537,2273.706011815959,2117.037047586108,1931.0298036509355,2237.652911295955,2511.5031375024787,2395.7566634611535,2221.7879641355935,2314.2311712756086,2623.350259139466,2653.393443628803,2605.2185307951827,2708.146402307159,2813.7873294860206,2647.421031798417,2624.021189778919,2286.588614675768,2174.059955077764,2396.5456708695606,2181.39425127811,2369.4845478860625,1833.644400039377,1762.1837960355617,1799.1184478704063,2157.4908642578634,2534.6451083319735,2535.100932519584,2587.645990156232,2596.0725433707703,2591.0960048010775,2335.9885812987363,2537.7352606851105,2550.6963364111916,2414.783457549306,2474.4627151405393,2536.150933767251,2441.8663407641757,2461.6046637891463,2400.8266833782804,2413.0362145965396,2295.763054813064,2433.3214266898362,2442.4265206662876,2390.4413009299037,2363.3477683627375,2329.4832104329907,1680.1563384574924,1929.7313495946557,1698.4969776577116,1927.4169070736407,2029.8932175550847,1802.2084698388037,2147.582103794213,1819.8190223233005,1886.507334820376,1850.3835478723595,1712.120607688349,1975.2936780583152,2140.0475995962183,1713.4723250325378,2091.4984471808357,1818.4446379985843,2045.7205461331691,1629.41610232769,1655.2993697708607,1924.1459460435908,2248.024992343197,2171.578301192511,1571.3060599409093,2160.82290165265,2054.3535214244007,2016.976395805071,1878.6680211666649,1628.5771662131663,1926.6841096013009,2124.173102203643,2041.1923913324224,1787.2513594904337,2250.271472007014,1807.5193255629686,2189.970464751387,2203.7906965480606,2068.612764708058,2154.924400894165,1867.7446910510505,2146.0238569442304,2029.3709358491901,1687.287145861072,1922.9996118068907,2018.3210647075637,2184.517867610741,2218.497973237712,2185.0867967684544,1965.501492255349,2057.8431187829683,2028.5379893964916,1763.1703871833204,2209.5604040738226,2168.0565269998283,2125.0429897059494,2096.4542572512314,2160.5147936035464,1875.7828844973585,2228.06490169814,1742.3313097990153,1687.515515294879,1792.0659240232562,1782.1843376521424,2101.9778874117114,2080.4355840134435,1769.28218954178,1780.401806375017,1721.1613766015355,1822.5174384301336,2452.6218050202315,2575.6654445404456,2095.131013707308,2482.303331078904,2453.0291206426105,2245.7183607621773,2647.706595390396,2565.9694851897793,2293.5885066885194,2571.4595784519647,2588.0897622561192,2409.015861383083,2103.675072439741,2295.480000860736,2222.8344174398167,2198.4467547824493,2051.6731070166784,2138.614411643118,2440.989716539629,2393.8445648005527,2268.744534446808,2207.4542677999607,2128.819538318069,2194.653707998356,2139.4151000179754,2151.841640989402,2381.3144276168027,2344.1275854345085,2280.9912693136466,2202.881264554194,2366.178732664615,1651.3539329689913,2292.5442364920846,2360.3521067255756,2181.716678724828,2416.1003481446232,2421.7305894157507,2122.8732841635606,2424.529952294146,2271.6448557835497,2006.4795843147547,1916.0612657051558,1885.3652849400944,2309.2880211588913,2029.1732274395758,2067.7795096487116,2342.8066448689606,2148.935727512901,2245.529021946861,2221.7330222969017,1774.980584506606,1907.46570713699,1942.345819994661,2002.9905978508561,1833.268551563811,1872.334663584667,1797.2766948253118,1748.036616696205,1683.722053866878,1942.748371807011,2006.1246692967634,1744.5478798486222,1685.1621675041981,2038.7904037442993,2371.438146419693,2228.137492721224,2254.516991182401,2079.3255844258733,2026.1101598553826,2070.8458375263604,2356.306750403482,2161.1579713914343,2318.6358144855717,2363.7347352915062,2255.572937260501,2192.472157474846,2095.7496351380737,2194.714455629431,2223.1431138941934,2113.1203742440885,2039.4952300680045,2214.8930413019384,2314.9086180514064,1942.25293173768,2362.431070799872,2101.866249401329,2016.9262323191242,2276.299791436307,2290.963606364245,2419.666140900092,2363.7373855756846,2294.4497695212435,2121.3266376245883,2093.4387432743233,2283.9510049208334,2008.0767443179984,2283.6311779900766,2226.789491898979,2081.994905704295,2280.49242713625,2327.669795877068,2344.988840602092,2144.7133675473387,2479.2015283797823,2371.597240257424,2523.0433679697594,2030.5916617185787,2281.5546873186913,2214.442913226527,2005.1849466155934,2120.51267587727,2057.6882327714884,2023.1607284811062,2719.755990529805,2830.563587938114,2624.696979836986,2881.8923833703952,2949.325268085116,2890.36414431835,3102.375694698277,2771.770466601745,2713.5398420695606,2994.40142725277,3045.8720502080696,3104.9468075704626,2848.6326148582143,2752.257594661607,2793.743537469173,2964.7533023110054,2897.3825725851543,3071.213345807452,2999.948877515504,2453.60350202612,3086.2714021987713,2867.3354719511635,2969.081950323152,2808.9307438400056,2813.2999485173914,2768.7280911371026,2774.1615575128135,2657.5902089817364,1942.507807479467,2564.4352830582243,2598.5354518981244,2193.48445107248,2601.621805625029,2037.8799120665822,2148.8573974485903,1991.3582563577918,2290.6590484917806,2391.8744421358087,2102.1392509296297,2247.5538842528995,2252.7425234817883,1320.14849231109,993.4579472674693,1459.5096134274766,1566.1788961916661,1189.2366769698583,1237.910903617696,746.3597503893427,853.7467869984494,1039.1807827240739,796.907958498806,779.4815501969731,670.1468709012347,1587.4478785343401,1576.0667467137796,1489.6163583416217,1569.5763026999045,1647.340408431454,1290.6968952639297,1455.6564004373267,1486.5770814286184,1678.795058710849
